index_100,brand,model,total_arsenic,inorganic_arsenic,lead,cadmium,mercury,aluminum,potassium,bisphenol_a,bisphenol_f,bisphenol_s,acrylamide,report_year,website_link,ingredient_list,palm_words,soy_words,has_palm_oil,has_soy,ingredient_array
125,Enfamil,NeuroPro Enfacare,5.2,3.8,0.0,3.1,0.0,420.0,6960000,0.0,0,0,0.0,2026,https://hcp.meadjohnson.com/products/enfamil-neuropro-enfacare,"Ingredients: Powder: Nonfat milk, whey protein concentrate, corn syrup solids, lactose, high oleic sunflower oil, soy oil, medium chain triglycerides (MCT oil), whey-protein lipid concentrate‡, coconut oil and less than 2%: Mortierella alpina oil§, Schizochytrium sp. oil||, calcium phosphate, calcium carbonate, ferrous sulfate, magnesium phosphate, zinc sulfate, potassium citrate, sodium chloride, cupric sulfate, manganese sulfate, sodium selenite, potassium iodide, soy lecithin, inositol, vitamin A palmitate, ascorbic acid, niacinamide, calcium pantothenate, thiamin hydrochloride, riboflavin, vitamin B6 hydrochloride, vitamin D3, folic acid, vitamin K1, biotin, vitamin B12, choline chloride, vitamin E acetate, nucleotides (cytidine 5’-monophosphate, adenosine 5’-monophosphate, disodium uridine 5’-monophosphate, disodium guanosine 5’-monophosphate), taurine, L-carnitine.",['vitamin a palmitate'],"['soy oil', 'soy lecithin']",0,1,"['ingredients: powder:\xa0nonfat milk', 'whey protein concentrate', 'corn syrup solids', 'lactose', 'high oleic sunflower oil', 'soy oil', 'medium chain triglycerides', 'mct oil', 'whey-protein lipid concentrate‡', 'coconut oil and less than 2%:\xa0mortierella alpina\xa0oil§', '\xa0schizochytrium sp.\xa0oil||', 'calcium phosphate', 'calcium carbonate', 'ferrous sulfate', 'magnesium phosphate', 'zinc sulfate', 'potassium citrate', 'sodium chloride', 'cupric sulfate', 'manganese sulfate', 'sodium selenite', 'potassium iodide', 'soy lecithin', 'inositol', 'vitamin a palmitate', 'ascorbic acid', 'niacinamide', 'calcium pantothenate', 'thiamin hydrochloride', 'riboflavin', 'vitamin b6\xa0hydrochloride', 'vitamin d3', 'folic acid', 'vitamin k1', 'biotin', 'vitamin b12', 'choline chloride', 'vitamin e acetate', 'nucleotides', 'cytidine 5’-monophosphate', 'adenosine 5’-monophosphate', 'disodium uridine 5’-monophosphate', 'disodium guanosine 5’-monophosphate', 'taurine', 'l-carnitine']"
126,Enfamil,NeuroPro Gentlease,5.4,0.0,1.6,2.7,0.0,141.0,7840000,0.0,0,0,0.0,2025,https://www.enfamil.com/products/enfamil-neuropro-gentlease-formula/powder-tub-19-5-oz-tub/,"Corn Syrup Solids, Partially Hydrolyzed Nonfat Milk and Whey Protein Concentrate Solids (Soy)‡, Vegetable Oil (contains one or more of the following: Palm Olein Oil, Coconut Oil, Soy Oil, High Oleic Sunflower Oil), and less than 2%: Galactooligosaccharides§, Polydextrose§, 2'-Fucosyllactose||, Mortierella Alpina Oil¶, Schizochytrium Sp. Oil**, Calcium Carbonate, Sodium Citrate, Calcium Phosphate, Potassium Chloride, Magnesium Phosphate, Ferrous Sulfate, Zinc Sulfate, Cupric Sulfate, Manganese Sulfate, Potassium Iodide, Sodium Selenite, Choline Chloride, Inositol, Ascorbic Acid, Niacinamide, Calcium Pantothenate, Riboflavin, Thiamin Hydrochloride, Vitamin D3, Vitamin B6 Hydrochloride, Folic Acid, Vitamin K1, Biotin, Vitamin B12, Vitamin E Acetate, Vitamin A Palmitate, Soy Lecithin, Taurine, L-carnitine.","['contains one or more of the following:\xa0palm olein oil', 'vitamin a palmitate']","['soy', 'soy oil', 'soy lecithin']",1,1,"['corn syrup solids', '\xa0partially hydrolyzed nonfat milk and whey protein concentrate solids', 'soy', '‡', '\xa0vegetable oil\xa0', 'contains one or more of the following:\xa0palm olein oil', 'coconut oil', 'soy oil', 'high oleic sunflower oil', 'and less than 2%:\xa0galactooligosaccharides§', 'polydextrose§', ""\xa02'-fucosyllactose||"", '\xa0mortierella alpina oil¶', 'schizochytrium sp. oil**', '\xa0calcium\xa0carbonate', '\xa0sodium citrate', '\xa0calcium\xa0phosphate', 'potassium chloride', 'magnesium phosphate', 'ferrous sulfate', 'zinc sulfate', 'cupric sulfate', 'manganese sulfate', 'potassium iodide', 'sodium selenite', '\xa0choline\xa0chloride', '\xa0inositol', '\xa0ascorbic acid', 'niacinamide', '\xa0calcium\xa0pantothenate', 'riboflavin', 'thiamin hydrochloride', 'vitamin d3', 'vitamin b6 hydrochloride', 'folic acid', 'vitamin k1', 'biotin', 'vitamin b12', 'vitamin e acetate', 'vitamin a palmitate', 'soy lecithin', '\xa0taurine', 'l-carnitine']"
127,Enfamil,"NeuroPro Gentlease Ready
to Feed",1.2,1.2,0.0,0.0,0.0,,901000,0.0,0,0,0.0,2026,https://www.enfamil.com/products/enfamil-neuropro-gentlease-formula/liquid-32-fl-oz-32-fl-oz-bottle/,"Water, Corn Syrup Solids, Partially Hydrolyzed Nonfat Milk And Whey Protein Concentrate Solids (Soy)‡‡, Vegetable Oil (contains one or more of the following: Palm Olein Oil, Coconut Oil, Soy Oil, High Oleic Sunflower Oil), and less than 2%: Galactooligosaccharides§§, Polydextrose§§, 2'-Fucosyllactose‖‖, Mortierella Alpina Oil¶¶, Schizochytrium Sp. Oil##, Rice Starch, Calcium Phosphate, Calcium Carbonate, Magnesium Phosphate, Potassium Chloride, Potassium Citrate, Sodium Chloride, Ferrous Sulfate, Zinc Sulfate, Cupric Sulfate, Manganese Sulfate, Potassium Iodide, Sodium Selenite, Ascorbic Acid, Vitamin E Acetate, Niacinamide, Calcium Pantothenate, Vitamin A Palmitate, Riboflavin, Thiamin Hydrochloride, Vitamin B6 Hydrochloride, Folic Acid, Vitamin K1, Biotin, Vitamin D3, Vitamin B12, Diacetyl Tartaric Acid Ester Of Mono- and Diglycerides (DATEM), Choline Chloride, Inositol, Soy Lecithin, Taurine, L-carnitine.","['contains one or more of the following:\xa0palm olein oil', 'vitamin a palmitate']","['soy', 'soy oil', '\xa0soy lecithin']",1,1,"['water', '\xa0corn syrup solids', '\xa0partially hydrolyzed nonfat milk and whey protein concentrate solids', 'soy', '‡‡', '\xa0vegetable oil\xa0', 'contains one or more of the following:\xa0palm olein oil', 'coconut oil', 'soy oil', 'high oleic sunflower oil', 'and less than 2%:\xa0galactooligosaccharides§§', 'polydextrose§§', ""\xa02'-fucosyllactose‖‖"", '\xa0mortierella alpina oil¶¶', 'schizochytrium sp. oil##', '\xa0rice starch', '\xa0calcium\xa0phosphate', '\xa0calcium\xa0carbonate', '\xa0magnesium phosphate', 'potassium chloride', 'potassium citrate', 'sodium chloride', 'ferrous sulfate', 'zinc sulfate', 'cupric sulfate', 'manganese sulfate', 'potassium iodide', 'sodium selenite', '\xa0ascorbic acid', 'vitamin e acetate', 'niacinamide', '\xa0calcium\xa0pantothenate', 'vitamin a palmitate', 'riboflavin', 'thiamin hydrochloride', 'vitamin b6 hydrochloride', 'folic acid', 'vitamin k1', 'biotin', 'vitamin d3', 'vitamin b12', 'diacetyl tartaric acid ester of mono- and diglycerides', 'datem', '\xa0choline\xa0chloride', '\xa0inositol', '\xa0soy lecithin', '\xa0taurine', 'l-carnitine']"
128,Enfamil,NeuroPro Ready to Feed,0.0,0.0,0.0,0.0,0.27,,879667,0.0,0,0,0.0,2026,https://www.enfamil.com/products/enfamil-neuropro-infant-formula/liquid-32-fl-oz-32-fl-oz-bottle/,"Water, Nonfat Milk, Lactose, Vegetable Oil (contains one or more of the following: Palm Olein Oil, Coconut Oil, Soy Oil, High Oleic Sunflower Oil), and less than 2%: 2'-Fucosyllactose*, Whey Protein Concentrate†, Galactooligosaccharides‡, Polydextrose‡, Mortierella Alpina Oil§, Schizochytrium Sp. Oil||, Potassium Citrate, Calcium Carbonate, Calcium Chloride, Magnesium Phosphate, Sodium Chloride, Calcium Phosphate, Ferrous Sulfate, Zinc Sulfate, Cupric Sulfate, Manganese Sulfate, Sodium Selenite, Potassium Iodide, Mono- and Diglycerides, Soy Lecithin, Ascorbic Acid, Sodium Ascorbate, Vitamin E Acetate, Niacinamide, Calcium Pantothenate, Vitamin A Palmitate, Thiamin Hydrochloride, Riboflavin, Vitamin B6 Hydrochloride, Folic Acid, Vitamin K1, Biotin, Vitamin B12, Carrageenan, Choline Chloride, Inositol, Vitamin D3, Taurine, L-carnitine.","['contains one or more of the following:\xa0palm olein oil', 'vitamin a palmitate']","['soy oil', '\xa0soy lecithin']",1,1,"['water', '\xa0nonfat milk', 'lactose', '\xa0vegetable oil\xa0', 'contains one or more of the following:\xa0palm olein oil', 'coconut oil', 'soy oil', 'high oleic sunflower oil', ""and less than 2%:\xa02'-fucosyllactose*"", '\xa0whey protein concentrate†', '\xa0galactooligosaccharides‡', 'polydextrose‡', '\xa0mortierella alpina oil§', 'schizochytrium sp. oil||', '\xa0potassium citrate', '\xa0calcium\xa0carbonate', '\xa0calcium\xa0chloride', 'magnesium phosphate', 'sodium chloride', '\xa0calcium\xa0phosphate', 'ferrous sulfate', 'zinc sulfate', 'cupric sulfate', 'manganese sulfate', 'sodium selenite', 'potassium iodide', '\xa0mono- and diglycerides', '\xa0soy lecithin', '\xa0ascorbic acid', 'sodium ascorbate', 'vitamin e acetate', 'niacinamide', '\xa0calcium\xa0pantothenate', 'vitamin a palmitate', 'thiamin hydrochloride', 'riboflavin', 'vitamin b6 hydrochloride', 'folic acid', 'vitamin k1', 'biotin', 'vitamin b12', '\xa0carrageenan', '\xa0choline\xa0chloride', '\xa0inositol', '\xa0vitamin d3', '\xa0taurine', 'l-carnitine']"
129,Enfamil,Nutramigen,5.9,0.0,4.2,2.0,0.0,1645.0,6540000,4.8,0,0,19.0,2025,https://www.enfamil.com/products/nutramigen-powder-infant-formula/powder-can-12-6-oz-can/,"Corn Syrup Solids (47%), Vegetable Oil (contains one or more of the following: Palm Olein Oil, Coconut Oil, Soy Oil, High Oleic Sunflower Oil) (26%), Casein Hydrolysate (Milk)* (17%), Modified Corn Starch (4%), and less than 2%: Mortierella Alpina Oil†, Schizochytrium Sp. Oil‡, Lactobacillus Rhamnosus§, Calcium Citrate, Calcium Phosphate, Potassium Chloride, Potassium Citrate,Sodium Citrate,Calcium Hydroxide, Magnesium Oxide, Ferrous Sulfate, Zinc Sulfate, Cupric Sulfate, Manganese Sulfate, Sodium Iodide, Sodium Selenite, Choline Chloride, Ascorbic Acid, Niacinamide, Calcium Pantothenate, Vitamin D3, Thiamin Hydrochloride, Riboflavin, Vitamin B6 Hydrochloride, Folic Acid, Vitamin K1, Biotin, Vitamin B12, Inositol, Vitamin A Palmitate, Vitamin E Acetate, L-cystine, L-tyrosine, L-tryptophan, Taurine, L-carnitine.","['contains one or more of the following:\xa0palm olein oil', '\xa0vitamin a palmitate']",['soy oil'],1,1,"['corn syrup solids\xa0', '47%', '\xa0vegetable oil\xa0', 'contains one or more of the following:\xa0palm olein oil', 'coconut oil', 'soy oil', 'high oleic sunflower oil', '26%', '\xa0casein hydrolysate', 'milk', '*\xa0', '17%', '\xa0modified corn starch\xa0', '4%', 'and less than 2%:\xa0mortierella alpina oil†', 'schizochytrium sp. oil‡', '\xa0lactobacillus rhamnosus§', '\xa0calcium\xa0citrate', '\xa0calcium\xa0phosphate', '\xa0potassium chloride', 'potassium citrate', 'sodium citrate', 'calcium\xa0hydroxide', 'magnesium oxide', 'ferrous sulfate', 'zinc sulfate', 'cupric sulfate', 'manganese sulfate', 'sodium iodide', 'sodium selenite', '\xa0choline\xa0chloride', '\xa0ascorbic acid', 'niacinamide', '\xa0calcium\xa0pantothenate', 'vitamin d3', 'thiamin hydrochloride', 'riboflavin', 'vitamin b6 hydrochloride', 'folic acid', 'vitamin k1', 'biotin', 'vitamin b12', '\xa0inositol', '\xa0vitamin a palmitate', 'vitamin e acetate', '\xa0l-cystine', 'l-tyrosine', 'l-tryptophan', 'taurine', 'l-carnitine']"
130,Enfamil,Nutramigen Ready to Feed,1.3,1.0,0.0,0.5,0.0,,854333,0.0,0,0,0.0,2026,https://www.enfamil.com/products/nutramigen-liquid-formula/liquid-32-fl-oz-32-fl-oz-bottle/,"Water (87%), Corn Syrup Solids (5%), Vegetable Oil (Palm Olein Oil, Coconut Oil, Soy Oil, High Oleic Sunflower Oil) (3%), Casein Hydrolysate* (Milk) (2%), and less than 2%: Mortierella Alpina Oil†, Schizochytrium Sp. Oil‡, Modified Corn Starch, Calcium Phosphate, Potassium Chloride, Calcium Carbonate, Potassium Citrate, Sodium Citrate, Magnesium Oxide, Ferrous Sulfate, Zinc Sulfate, Cupric Sulfate, Manganese Sulfate, Potassium Iodide, Sodium Selenite, Carrageenan, Citric Acid, Ascorbic Acid, Vitamin E Acetate, Niacinamide, Calcium Pantothenate, Vitamin A Palmitate, Thiamin Hydrochloride, Riboflavin, Vitamin B6 Hydrochloride, Vitamin D3, Folic Acid, Vitamin K1, Biotin, Vitamin B12, Choline Chloride, Inositol, Taurine, L-cystine, L-tyrosine, L-tryptophan, L-carnitine.","['palm olein oil', 'vitamin a palmitate']",['soy oil'],1,1,"['water', '87%', '\xa0corn syrup solids\xa0', '5%', '\xa0vegetable oil', 'palm olein oil', 'coconut oil', 'soy oil', 'high oleic sunflower oil', '3%', '\xa0casein hydrolysate*\xa0', 'milk', '2%', 'and less than 2%:\xa0mortierella alpina oil†', 'schizochytrium sp. oil‡', '\xa0modified corn starch', '\xa0calcium\xa0phosphate', '\xa0potassium chloride', '\xa0calcium\xa0carbonate', '\xa0potassium citrate', '\xa0sodium citrate', '\xa0magnesium oxide', 'ferrous sulfate', 'zinc sulfate', 'cupric sulfate', 'manganese sulfate', 'potassium iodide', 'sodium selenite', '\xa0carrageenan', '\xa0citric acid', 'ascorbic acid', 'vitamin e acetate', 'niacinamide', '\xa0calcium\xa0pantothenate', 'vitamin a palmitate', 'thiamin hydrochloride', 'riboflavin', 'vitamin b6 hydrochloride', 'vitamin d3', 'folic acid', 'vitamin k1', 'biotin', 'vitamin b12', '\xa0choline\xa0chloride', '\xa0inositol', '\xa0taurine', 'l-cystine', 'l-tyrosine', 'l-tryptophan', 'l-carnitine']"
131,Enfamil,"Nutramigen with Probiotic
LGG",8.4,7.6,5.7,2.1,0.0,2187.0,6970000,8.0,0,0,12.0,2026,https://www.enfamil.com/products/nutramigen-powder-infant-formula/powder-can-27-8-oz-can-super-saver-pack/,"Corn Syrup Solids (47%), Vegetable Oil (contains one or more of the following: Palm Olein Oil, Coconut Oil, Soy Oil, High Oleic Sunflower Oil) (26%), Casein Hydrolysate (Milk)* (17%), Modified Corn Starch (4%), and less than 2%: Mortierella Alpina Oil†, Schizochytrium Sp. Oil‡, Lactobacillus Rhamnosus§, Calcium Citrate, Calcium Phosphate, Potassium Chloride, Potassium Citrate,Sodium Citrate,Calcium Hydroxide, Magnesium Oxide, Ferrous Sulfate, Zinc Sulfate, Cupric Sulfate, Manganese Sulfate, Sodium Iodide, Sodium Selenite, Choline Chloride, Ascorbic Acid, Niacinamide, Calcium Pantothenate, Vitamin D3, Thiamin Hydrochloride, Riboflavin, Vitamin B6 Hydrochloride, Folic Acid, Vitamin K1, Biotin, Vitamin B12, Inositol, Vitamin A Palmitate, Vitamin E Acetate, L-cystine, L-tyrosine, L-tryptophan, Taurine, L-carnitine.","['contains one or more of the following:\xa0palm olein oil', '\xa0vitamin a palmitate']",['soy oil'],1,1,"['corn syrup solids\xa0', '47%', '\xa0vegetable oil\xa0', 'contains one or more of the following:\xa0palm olein oil', 'coconut oil', 'soy oil', 'high oleic sunflower oil', '26%', '\xa0casein hydrolysate', 'milk', '*\xa0', '17%', '\xa0modified corn starch\xa0', '4%', 'and less than 2%:\xa0mortierella alpina oil†', 'schizochytrium sp. oil‡', '\xa0lactobacillus rhamnosus§', '\xa0calcium\xa0citrate', '\xa0calcium\xa0phosphate', '\xa0potassium chloride', 'potassium citrate', 'sodium citrate', 'calcium\xa0hydroxide', 'magnesium oxide', 'ferrous sulfate', 'zinc sulfate', 'cupric sulfate', 'manganese sulfate', 'sodium iodide', 'sodium selenite', '\xa0choline\xa0chloride', '\xa0ascorbic acid', 'niacinamide', '\xa0calcium\xa0pantothenate', 'vitamin d3', 'thiamin hydrochloride', 'riboflavin', 'vitamin b6 hydrochloride', 'folic acid', 'vitamin k1', 'biotin', 'vitamin b12', '\xa0inositol', '\xa0vitamin a palmitate', 'vitamin e acetate', '\xa0l-cystine', 'l-tyrosine', 'l-tryptophan', 'taurine', 'l-carnitine']"
132,Enfamil,Optimum Ready to Feed,0.0,0.0,0.0,0.0,0.0,,897667,0.0,0,0,0.0,2026,https://www.enfamil.com/products/enfamil-optimum-infant-formula-liquid/liquid-32-fl-oz-32-fl-oz-bottle/,"Water, Nonfat Milk, Lactose, Vegetable Oil (contains one or more of the following: Palm Olein Oil, Coconut Oil, Soy Oil, High Oleic Sunflower Oil), and less than 2%: Lacto-N-neotetraose*, 2'-Fucosyllactose*, Whey Protein Concentrate†, Mortierella Alpina Oil‡, Schizochytrium Sp. Oil§, Potassium Citrate, Calcium Carbonate, Calcium Chloride, Magnesium Phosphate, Sodium Chloride, Calcium Phosphate, Ferrous Sulfate, Zinc Sulfate, Cupric Sulfate, Manganese Sulfate, Sodium Selenite, Potassium Iodide, Mono- And Diglycerides, Soy Lecithin, Ascorbic Acid, Sodium Ascorbate, Vitamin E Acetate, Niacinamide, Calcium Pantothenate, Vitamin A Palmitate, Thiamin Hydrochloride, Riboflavin, Vitamin B6 Hydrochloride, Folic Acid, Vitamin K1, Biotin, Vitamin B12, Carrageenan, Choline Chloride, Inositol, Vitamin D3, Taurine, L-carnitine.","['contains one or more of the following:\xa0palm olein oil', 'vitamin a palmitate']","['soy oil', '\xa0soy lecithin']",1,1,"['water', '\xa0nonfat milk', 'lactose', '\xa0vegetable oil\xa0', 'contains one or more of the following:\xa0palm olein oil', 'coconut oil', 'soy oil', 'high oleic sunflower oil', 'and less than 2%:\xa0lacto-n-neotetraose*', ""2'-fucosyllactose*"", '\xa0whey protein concentrate†', '\xa0mortierella alpina oil‡', 'schizochytrium sp. oil§', '\xa0potassium citrate', '\xa0calcium\xa0carbonate', '\xa0calcium\xa0chloride', 'magnesium phosphate', 'sodium chloride', '\xa0calcium\xa0phosphate', 'ferrous sulfate', 'zinc sulfate', 'cupric sulfate', 'manganese sulfate', 'sodium selenite', 'potassium iodide', 'mono- and diglycerides', '\xa0soy lecithin', '\xa0ascorbic acid', 'sodium ascorbate', 'vitamin e acetate', 'niacinamide', '\xa0calcium\xa0pantothenate', 'vitamin a palmitate', 'thiamin hydrochloride', 'riboflavin', 'vitamin b6\xa0hydrochloride', 'folic acid', 'vitamin k1', 'biotin', 'vitamin b12', '\xa0carrageenan', '\xa0choline\xa0chloride', '\xa0inositol', '\xa0vitamin d3', '\xa0taurine', 'l-carnitine']"
133,Enfamil,"Pregestimil Hypoallergenic
Infant Formula for Fat Mal-
absorption Ready to Feed",1.2,1.2,0.5,0.6,0.0,607.0,893667,0.0,0,0,0.0,2026,https://www.enfamil.com/products/pregestimil-powder-formula/powder-can-1-lb-can/,"Corn Syrup Solids (43%), Casein Hydrolysate* (from Milk) (17%), Medium Chain Triglycerides (MCT Oil) (16%), Soy Oil (8%), Modified Corn Starch (5%), Corn Oil (2%), High Oleic Vegetable Oil (Safflower or Sunflower) (2%), and less than 2%: Mortierella Alpina Oil†, Schizochytrium Sp. Oil‡, Vitamin A Palmitate, Vitamin D3, Vitamin E Acetate, Vitamin K1, Thiamin Hydrochloride, Riboflavin, Vitamin B6 Hydrochloride, Vitamin B12, Niacinamide, Folic Acid, Calcium Pantothenate, Biotin, Ascorbic Acid, Choline Chloride, Inositol, Calcium Citrate, Calcium Phosphate, Magnesium Oxide, Ferrous Sulfate, Zinc Sulfate, Manganese Sulfate, Cupric Sulfate, Sodium Iodide, Sodium Citrate, Potassium Citrate, Potassium Chloride, Sodium Selenite, L-cystine, L-tyrosine, L-tryptophan, Taurine, L-carnitine.",['\xa0vitamin a palmitate'],['\xa0soy oil\xa0'],0,1,"['corn syrup solids\xa0', '43%', '\xa0casein hydrolysate*\xa0', 'from milk', '17%', '\xa0medium chain triglycerides', 'mct oil', '16%', '\xa0soy oil\xa0', '8%', '\xa0modified corn starch\xa0', '5%', '\xa0corn oil\xa0', '2%', '\xa0high oleic vegetable oil', 'safflower or sunflower', '2%', 'and less than 2%:\xa0mortierella alpina oil†', 'schizochytrium sp. oil‡', '\xa0vitamin a palmitate', 'vitamin d3', 'vitamin e acetate', 'vitamin k1', 'thiamin hydrochloride', 'riboflavin', 'vitamin b6 hydrochloride', 'vitamin b12', 'niacinamide', 'folic acid', '\xa0calcium\xa0pantothenate', 'biotin', 'ascorbic acid', '\xa0choline\xa0chloride', '\xa0inositol', '\xa0calcium\xa0citrate', '\xa0calcium\xa0phosphate', '\xa0magnesium oxide', 'ferrous sulfate', 'zinc sulfate', 'manganese sulfate', 'cupric sulfate', 'sodium iodide', 'sodium citrate', 'potassium citrate', 'potassium chloride', 'sodium selenite', '\xa0l-cystine', 'l-tyrosine', 'l-tryptophan', 'taurine', 'l-carnitine']"
134,Enfamil,"ProSobee Simply
Plant-Based",10.3,7.9,2.8,6.2,0.0,2085.0,7390000,0.0,0,0,0.0,2025,https://www.enfamil.com/products/enfamil-prosobee-formula/powder-can-20-9-oz-can/,"Corn Syrup Solids (55%), Vegetable Oil (26%) (Palm Olein, Coconut, Soy, and High Oleic Sunflower Oils), Soy Protein Isolate (15%), and less than 2%: Mortierella Alpina Oil*, Schizochytrium Sp. Oil†, Calcium Carbonate, Calcium Phosphate, Cupric Sulfate, Ferrous Sulfate, Magnesium Phosphate, Manganese Sulfate, Potassium Chloride, Potassium Citrate, Potassium Iodide, Sodium Citrate, Sodium Selenite, Zinc Sulfate, L-Methionine, Choline Chloride, Ascorbic Acid, Biotin, Calcium Pantothenate, Folic Acid, Niacinamide, Riboflavin, Thiamin Hydrochloride, Vitamin B12, Vitamin B6 Hydrochloride, Vitamin D3, Vitamin K1, Inositol, Taurine, Vitamin E Acetate, L-carnitine, Vitamin A Palmitate.","['palm olein', '\xa0vitamin a palmitate']","['soy', '\xa0soy protein isolate\xa0']",1,1,"['corn syrup solids\xa0', '55%', '\xa0vegetable oil', '26%', 'palm olein', 'coconut', 'soy', 'and high oleic sunflower oils', '\xa0soy protein isolate\xa0', '15%', 'and less than 2%:\xa0mortierella alpina oil*', 'schizochytrium sp. oil†', '\xa0calcium\xa0carbonate', '\xa0calcium\xa0phosphate', 'cupric sulfate', 'ferrous sulfate', 'magnesium phosphate', 'manganese sulfate', 'potassium chloride', 'potassium citrate', 'potassium iodide', 'sodium citrate', 'sodium selenite', 'zinc sulfate', 'l-methionine', '\xa0choline\xa0chloride', '\xa0ascorbic acid', 'biotin', '\xa0calcium\xa0pantothenate', 'folic acid', 'niacinamide', 'riboflavin', 'thiamin hydrochloride', 'vitamin b12', 'vitamin b6 hydrochloride', 'vitamin d3', 'vitamin k1', '\xa0inositol', '\xa0taurine', '\xa0vitamin e acetate', '\xa0l-carnitine', '\xa0vitamin a palmitate']"
135,Enfamil,"ProSobee Simply Plant-
Based",1.3,1.3,0.0,0.9,0.0,390.0,907667,0.0,0,0,0.0,2026,https://www.enfamil.com/products/enfamil-prosobee-formula/powder-can-20-9-oz-can/,"Corn Syrup Solids (55%), Vegetable Oil (26%) (Palm Olein, Coconut, Soy, and High Oleic Sunflower Oils), Soy Protein Isolate (15%), and less than 2%: Mortierella Alpina Oil*, Schizochytrium Sp. Oil†, Calcium Carbonate, Calcium Phosphate, Cupric Sulfate, Ferrous Sulfate, Magnesium Phosphate, Manganese Sulfate, Potassium Chloride, Potassium Citrate, Potassium Iodide, Sodium Citrate, Sodium Selenite, Zinc Sulfate, L-Methionine, Choline Chloride, Ascorbic Acid, Biotin, Calcium Pantothenate, Folic Acid, Niacinamide, Riboflavin, Thiamin Hydrochloride, Vitamin B12, Vitamin B6 Hydrochloride, Vitamin D3, Vitamin K1, Inositol, Taurine, Vitamin E Acetate, L-carnitine, Vitamin A Palmitate.","['palm olein', '\xa0vitamin a palmitate']","['soy', '\xa0soy protein isolate\xa0']",1,1,"['corn syrup solids\xa0', '55%', '\xa0vegetable oil', '26%', 'palm olein', 'coconut', 'soy', 'and high oleic sunflower oils', '\xa0soy protein isolate\xa0', '15%', 'and less than 2%:\xa0mortierella alpina oil*', 'schizochytrium sp. oil†', '\xa0calcium\xa0carbonate', '\xa0calcium\xa0phosphate', 'cupric sulfate', 'ferrous sulfate', 'magnesium phosphate', 'manganese sulfate', 'potassium chloride', 'potassium citrate', 'potassium iodide', 'sodium citrate', 'sodium selenite', 'zinc sulfate', 'l-methionine', '\xa0choline\xa0chloride', '\xa0ascorbic acid', 'biotin', '\xa0calcium\xa0pantothenate', 'folic acid', 'niacinamide', 'riboflavin', 'thiamin hydrochloride', 'vitamin b12', 'vitamin b6 hydrochloride', 'vitamin d3', 'vitamin k1', '\xa0inositol', '\xa0taurine', '\xa0vitamin e acetate', '\xa0l-carnitine', '\xa0vitamin a palmitate']"
136,Enfamil,Reguline,3.8,3.0,0.0,3.0,0.0,785.0,7296667,0.0,0,0,0.0,2026,https://www.enfamil.com/products/enfamil-reguline-formula/powder-tub-19-5-oz-tub/,"Partially Hydrolyzed Nonfat Milk and Whey Protein Concentrate Solids (Soy), Vegetable Oil (contains one or more of the following: Palm Olein Oil, Coconut Oil, Soy Oil, High Oleic Sunflower Oil), Corn Syrup Solids, Lactose, and less than 2%: Polydextrose*, Galactooligosaccharides*, Mortierella Alpina Oil†, Schizochytrium Sp. Oil‡, Calcium Carbonate, Calcium Phosphate, Cupric Sulfate, Ferrous Sulfate, Magnesium Phosphate, Manganese Sulfate, Potassium Chloride, Potassium Iodide, Sodium Chloride, Sodium Selenite, Zinc Sulfate, Choline Chloride, Ascorbic Acid, Biotin, Calcium Pantothenate, Folic Acid, Niacinamide, Riboflavin, Thiamin Hydrochloride, Vitamin B12, Vitamin B6 Hydrochloride, Vitamin D3, Vitamin K1, Inositol, Vitamin A Palmitate, Vitamin E Acetate, Taurine, L-carnitine.","['contains one or more of the following:\xa0palm olein oil', '\xa0vitamin a palmitate']","['soy', 'soy oil']",1,1,"['partially hydrolyzed nonfat milk and whey protein concentrate solids', 'soy', '\xa0vegetable oil\xa0', 'contains one or more of the following:\xa0palm olein oil', 'coconut oil', 'soy oil', 'high oleic sunflower oil', '\xa0corn syrup solids', '\xa0lactose', '\xa0and less than 2%:\xa0polydextrose*', 'galactooligosaccharides*', '\xa0mortierella alpina oil†', 'schizochytrium sp. oil‡', '\xa0calcium\xa0carbonate', '\xa0calcium\xa0phosphate', 'cupric sulfate', 'ferrous sulfate', 'magnesium phosphate', 'manganese sulfate', 'potassium chloride', 'potassium iodide', 'sodium chloride', 'sodium selenite', 'zinc sulfate', '\xa0choline\xa0chloride', '\xa0ascorbic acid', 'biotin', '\xa0calcium\xa0pantothenate', 'folic acid', 'niacinamide', 'riboflavin', 'thiamin hydrochloride', 'vitamin b12', 'vitamin b6 hydrochloride', 'vitamin d3', 'vitamin k1', '\xa0inositol', '\xa0vitamin a palmitate', 'vitamin e acetate', '\xa0taurine', 'l-carnitine']"
